device_id,data_type,data_value,package_id,location,temperature,status,timestamp,numeric_value
RFID_0,Logistics,"PKG:1064 | LOC:12.422315329212937,121.19571255545216 | TEMP:3.8241911589108772C | STATUS:In Transit | TS:2026-01-01 00:00:00",1064,"12.422315329212937,121.19571255545216",3.8241911589108772,In Transit,2026-01-01 00:00:00,3.824191158910877
RFID_1,Logistics,"PKG:1060 | LOC:13.513377156951517,122.51412936901205 | TEMP:2.9270166180818755C | STATUS:In Transit | TS:2026-01-01 01:00:00",1060,"13.513377156951517,122.51412936901205",2.9270166180818755,In Transit,2026-01-01 01:00:00,2.9270166180818755
RFID_2,Logistics,"PKG:1015 | LOC:14.291035309309276,122.54491741023237 | TEMP:5.4660655602994845C | STATUS:In Transit | TS:2026-01-01 02:00:00",1015,"14.291035309309276,122.54491741023237",5.4660655602994845,In Transit,2026-01-01 02:00:00,5.4660655602994845
RFID_3,Logistics,"PKG:1050 | LOC:10.539635016080613,123.66811295673534 | TEMP:4.4416599739461065C | STATUS:Delayed | TS:2026-01-01 03:00:00",1050,"10.539635016080613,123.66811295673534",4.4416599739461065,Delayed,2026-01-01 03:00:00,4.4416599739461065
RFID_4,Logistics,"PKG:1048 | LOC:10.465063725075503,122.47830568516888 | TEMP:2.5822828478501743C | STATUS:In Transit | TS:2026-01-01 04:00:00",1048,"10.465063725075503,122.47830568516888",2.5822828478501743,In Transit,2026-01-01 04:00:00,2.5822828478501743
RFID_5,Logistics,"PKG:1030 | LOC:11.355078993069949,123.43437373110355 | TEMP:6.2056764810621186C | STATUS:Delayed | TS:2026-01-01 05:00:00",1030,"11.355078993069949,123.43437373110355",6.2056764810621186,Delayed,2026-01-01 05:00:00,6.205676481062119
RFID_6,Logistics,"PKG:1025 | LOC:10.877796610972517,123.46294021019365 | TEMP:7.774785607097465C | STATUS:Delivered | TS:2026-01-01 06:00:00",1025,"10.877796610972517,123.46294021019365",7.774785607097465,Delivered,2026-01-01 06:00:00,7.774785607097465
RFID_7,Logistics,"PKG:1050 | LOC:13.457388005106424,124.96562700704685 | TEMP:5.191734199473666C | STATUS:In Transit | TS:2026-01-01 07:00:00",1050,"13.457388005106424,124.96562700704685",5.191734199473666,In Transit,2026-01-01 07:00:00,5.191734199473666
RFID_8,Logistics,"PKG:1013 | LOC:14.627323841226758,124.18886582305335 | TEMP:5.340050188455926C | STATUS:Delayed | TS:2026-01-01 08:00:00",1013,"14.627323841226758,124.18886582305335",5.340050188455926,Delayed,2026-01-01 08:00:00,5.340050188455926
RFID_9,Logistics,"PKG:1069 | LOC:12.936688144706656,124.0018106118917 | TEMP:6.663358817400176C | STATUS:Delayed | TS:2026-01-01 09:00:00",1069,"12.936688144706656,124.0018106118917",6.663358817400176,Delayed,2026-01-01 09:00:00,6.663358817400176
RFID_10,Logistics,"PKG:1050 | LOC:13.000719365719808,122.78734181427794 | TEMP:2.418849327593401C | STATUS:In Transit | TS:2026-01-01 10:00:00",1050,"13.000719365719808,122.78734181427794",2.418849327593401,In Transit,2026-01-01 10:00:00,2.418849327593401
RFID_11,Logistics,"PKG:1005 | LOC:14.329811387321763,121.5554286081911 | TEMP:4.858836108303309C | STATUS:Delayed | TS:2026-01-01 11:00:00",1005,"14.329811387321763,121.5554286081911",4.858836108303309,Delayed,2026-01-01 11:00:00,4.858836108303309
RFID_12,Logistics,"PKG:1035 | LOC:11.12572573276777,123.24242760875656 | TEMP:7.127719881739342C | STATUS:Delivered | TS:2026-01-01 12:00:00",1035,"11.12572573276777,123.24242760875656",7.127719881739342,Delivered,2026-01-01 12:00:00,7.127719881739342
RFID_13,Logistics,"PKG:1020 | LOC:10.075888564603014,121.90821822850381 | TEMP:6.870662371153596C | STATUS:Delayed | TS:2026-01-01 13:00:00",1020,"10.075888564603014,121.90821822850381",6.870662371153596,Delayed,2026-01-01 13:00:00,6.870662371153596
RFID_14,Logistics,"PKG:1059 | LOC:10.17576474898017,121.5070031375452 | TEMP:7.9952354216000305C | STATUS:Delivered | TS:2026-01-01 14:00:00",1059,"10.17576474898017,121.5070031375452",7.9952354216000305,Delivered,2026-01-01 14:00:00,7.9952354216000305
RFID_15,Logistics,"PKG:1089 | LOC:11.883708295009024,124.20278460084151 | TEMP:7.183069560120822C | STATUS:In Transit | TS:2026-01-01 15:00:00",1089,"11.883708295009024,124.20278460084151",7.183069560120822,In Transit,2026-01-01 15:00:00,7.183069560120822
RFID_16,Logistics,"PKG:1013 | LOC:11.106532533107602,120.42756202626504 | TEMP:2.4326620287333474C | STATUS:Delayed | TS:2026-01-01 16:00:00",1013,"11.106532533107602,120.42756202626504",2.4326620287333474,Delayed,2026-01-01 16:00:00,2.432662028733348
RFID_17,Logistics,"PKG:1087 | LOC:13.875456959764493,123.24962383721439 | TEMP:5.512340139477823C | STATUS:Delivered | TS:2026-01-01 17:00:00",1087,"13.875456959764493,123.24962383721439",5.512340139477823,Delivered,2026-01-01 17:00:00,5.512340139477823
RFID_18,Logistics,"PKG:1020 | LOC:13.183787452785493,121.98437407119059 | TEMP:4.211607450975858C | STATUS:Delayed | TS:2026-01-01 18:00:00",1020,"13.183787452785493,121.98437407119059",4.211607450975858,Delayed,2026-01-01 18:00:00,4.211607450975858
RFID_19,Logistics,"PKG:1024 | LOC:12.665142329159572,121.9355059522186 | TEMP:6.490102910996041C | STATUS:In Transit | TS:2026-01-01 19:00:00",1024,"12.665142329159572,121.9355059522186",6.490102910996041,In Transit,2026-01-01 19:00:00,6.490102910996041
RFID_20,Logistics,"PKG:1044 | LOC:14.022360688520845,120.52514008267177 | TEMP:5.817323764175144C | STATUS:Delayed | TS:2026-01-01 20:00:00",1044,"14.022360688520845,120.52514008267177",5.817323764175144,Delayed,2026-01-01 20:00:00,5.817323764175144
RFID_21,Logistics,"PKG:1009 | LOC:11.060324496137948,122.06833669748838 | TEMP:6.81498442400389C | STATUS:Delivered | TS:2026-01-01 21:00:00",1009,"11.060324496137948,122.06833669748838",6.81498442400389,Delivered,2026-01-01 21:00:00,6.81498442400389
RFID_22,Logistics,"PKG:1049 | LOC:13.648977763187784,123.6890066012609 | TEMP:5.211134582485151C | STATUS:Delayed | TS:2026-01-01 22:00:00",1049,"13.648977763187784,123.6890066012609",5.211134582485151,Delayed,2026-01-01 22:00:00,5.211134582485151
RFID_23,Logistics,"PKG:1064 | LOC:10.324936573158471,122.88008390156114 | TEMP:5.384020763051652C | STATUS:Delivered | TS:2026-01-01 23:00:00",1064,"10.324936573158471,122.88008390156114",5.384020763051652,Delivered,2026-01-01 23:00:00,5.384020763051652
RFID_24,Logistics,"PKG:1099 | LOC:13.053017153041033,124.97226255606108 | TEMP:2.81691483436036C | STATUS:Delivered | TS:2026-01-02 00:00:00",1099,"13.053017153041033,124.97226255606108",2.81691483436036,Delivered,2026-01-02 00:00:00,2.81691483436036
RFID_25,Logistics,"PKG:1027 | LOC:10.72424236219594,124.05160487695848 | TEMP:7.015367022859504C | STATUS:Delayed | TS:2026-01-02 01:00:00",1027,"10.72424236219594,124.05160487695848",7.015367022859504,Delayed,2026-01-02 01:00:00,7.015367022859504
RFID_26,Logistics,"PKG:1074 | LOC:11.585999074536973,121.37388281504622 | TEMP:5.3224245324872195C | STATUS:In Transit | TS:2026-01-02 02:00:00",1074,"11.585999074536973,121.37388281504622",5.3224245324872195,In Transit,2026-01-02 02:00:00,5.32242453248722
RFID_27,Logistics,"PKG:1010 | LOC:14.403807410380821,124.30203798594614 | TEMP:3.094763400457305C | STATUS:Delayed | TS:2026-01-02 03:00:00",1010,"14.403807410380821,124.30203798594614",3.094763400457305,Delayed,2026-01-02 03:00:00,3.094763400457305
RFID_28,Logistics,"PKG:1086 | LOC:14.752981447563819,122.99580938054905 | TEMP:3.999932431988512C | STATUS:Delayed | TS:2026-01-02 04:00:00",1086,"14.752981447563819,122.99580938054905",3.999932431988512,Delayed,2026-01-02 04:00:00,3.999932431988512
RFID_29,Logistics,"PKG:1041 | LOC:13.025997322889133,124.73409070828383 | TEMP:3.595666177552983C | STATUS:Delayed | TS:2026-01-02 05:00:00",1041,"13.025997322889133,124.73409070828383",3.595666177552983,Delayed,2026-01-02 05:00:00,3.595666177552983
RFID_30,Logistics,"PKG:1012 | LOC:10.155507108713426,120.68348501296761 | TEMP:7.735526471739758C | STATUS:Delayed | TS:2026-01-02 06:00:00",1012,"10.155507108713426,120.68348501296761",7.735526471739758,Delayed,2026-01-02 06:00:00,7.735526471739758
RFID_31,Logistics,"PKG:1013 | LOC:14.653557927655921,122.49353486530765 | TEMP:4.844686698060493C | STATUS:Delivered | TS:2026-01-02 07:00:00",1013,"14.653557927655921,122.49353486530765",4.844686698060493,Delivered,2026-01-02 07:00:00,4.844686698060493
RFID_32,Logistics,"PKG:1042 | LOC:10.28874929674911,121.44313852236768 | TEMP:2.8877137266097934C | STATUS:Delivered | TS:2026-01-02 08:00:00",1042,"10.28874929674911,121.44313852236768",2.8877137266097934,Delivered,2026-01-02 08:00:00,2.8877137266097934
RFID_33,Logistics,"PKG:1064 | LOC:14.367884763181507,121.17309015813221 | TEMP:6.666233719466222C | STATUS:Delayed | TS:2026-01-02 09:00:00",1064,"14.367884763181507,121.17309015813221",6.666233719466222,Delayed,2026-01-02 09:00:00,6.666233719466222
RFID_34,Logistics,"PKG:1085 | LOC:10.057850009794368,122.06967656703344 | TEMP:4.761992913321551C | STATUS:Delivered | TS:2026-01-02 10:00:00",1085,"10.057850009794368,122.06967656703344",4.761992913321551,Delivered,2026-01-02 10:00:00,4.761992913321551
RFID_35,Logistics,"PKG:1094 | LOC:13.295702073602762,124.8130672399285 | TEMP:3.5055852339238136C | STATUS:Delayed | TS:2026-01-02 11:00:00",1094,"13.295702073602762,124.8130672399285",3.5055852339238136,Delayed,2026-01-02 11:00:00,3.5055852339238136
RFID_36,Logistics,"PKG:1075 | LOC:12.562189571048876,122.18398630581723 | TEMP:4.162687491348784C | STATUS:In Transit | TS:2026-01-02 12:00:00",1075,"12.562189571048876,122.18398630581723",4.162687491348784,In Transit,2026-01-02 12:00:00,4.162687491348784
RFID_37,Logistics,"PKG:1035 | LOC:13.409472464130918,122.20068669866691 | TEMP:4.208439217841602C | STATUS:Delivered | TS:2026-01-02 13:00:00",1035,"13.409472464130918,122.20068669866691",4.208439217841602,Delivered,2026-01-02 13:00:00,4.208439217841602
RFID_38,Logistics,"PKG:1075 | LOC:11.193121357598724,121.24985286730278 | TEMP:6.54998651998134C | STATUS:Delivered | TS:2026-01-02 14:00:00",1075,"11.193121357598724,121.24985286730278",6.54998651998134,Delivered,2026-01-02 14:00:00,6.54998651998134
RFID_39,Logistics,"PKG:1041 | LOC:12.583061973455258,121.9360834401897 | TEMP:5.6884643177693235C | STATUS:Delayed | TS:2026-01-02 15:00:00",1041,"12.583061973455258,121.9360834401897",5.6884643177693235,Delayed,2026-01-02 15:00:00,5.688464317769324
RFID_40,Logistics,"PKG:1024 | LOC:10.531502254237052,124.13372556618725 | TEMP:2.2822143307287233C | STATUS:Delivered | TS:2026-01-02 16:00:00",1024,"10.531502254237052,124.13372556618725",2.2822143307287233,Delivered,2026-01-02 16:00:00,2.2822143307287237
RFID_41,Logistics,"PKG:1081 | LOC:14.531242567021343,121.7950895944275 | TEMP:5.886475927822323C | STATUS:Delayed | TS:2026-01-02 17:00:00",1081,"14.531242567021343,121.7950895944275",5.886475927822323,Delayed,2026-01-02 17:00:00,5.886475927822323
RFID_42,Logistics,"PKG:1034 | LOC:12.011385696672527,120.07058174362577 | TEMP:7.0565840230266C | STATUS:In Transit | TS:2026-01-02 18:00:00",1034,"12.011385696672527,120.07058174362577",7.0565840230266,In Transit,2026-01-02 18:00:00,7.0565840230266
RFID_43,Logistics,"PKG:1066 | LOC:14.837868380247812,122.71584028281065 | TEMP:7.311108835554822C | STATUS:Delayed | TS:2026-01-02 19:00:00",1066,"14.837868380247812,122.71584028281065",7.311108835554822,Delayed,2026-01-02 19:00:00,7.311108835554822
RFID_44,Logistics,"PKG:1042 | LOC:14.528155940331773,124.98256306043328 | TEMP:7.141847871442967C | STATUS:Delayed | TS:2026-01-02 20:00:00",1042,"14.528155940331773,124.98256306043328",7.141847871442967,Delayed,2026-01-02 20:00:00,7.141847871442967
RFID_45,Logistics,"PKG:1045 | LOC:13.857526963613692,121.70477381660321 | TEMP:3.4189579126543395C | STATUS:In Transit | TS:2026-01-02 21:00:00",1045,"13.857526963613692,121.70477381660321",3.4189579126543395,In Transit,2026-01-02 21:00:00,3.4189579126543395
RFID_46,Logistics,"PKG:1059 | LOC:10.480084136327779,122.83392331607972 | TEMP:5.391949965458865C | STATUS:In Transit | TS:2026-01-02 22:00:00",1059,"10.480084136327779,122.83392331607972",5.391949965458865,In Transit,2026-01-02 22:00:00,5.391949965458865
RFID_47,Logistics,"PKG:1097 | LOC:13.996288256869942,122.80430007505086 | TEMP:6.628893983680481C | STATUS:Delayed | TS:2026-01-02 23:00:00",1097,"13.996288256869942,122.80430007505086",6.628893983680481,Delayed,2026-01-02 23:00:00,6.628893983680481
RFID_48,Logistics,"PKG:1014 | LOC:14.469525242180502,122.65905908264071 | TEMP:4.65857406438717C | STATUS:Delayed | TS:2026-01-03 00:00:00",1014,"14.469525242180502,122.65905908264071",4.65857406438717,Delayed,2026-01-03 00:00:00,4.65857406438717
RFID_49,Logistics,"PKG:1092 | LOC:10.62617587394789,121.46545078421813 | TEMP:4.968482864994586C | STATUS:In Transit | TS:2026-01-03 01:00:00",1092,"10.62617587394789,121.46545078421813",4.968482864994586,In Transit,2026-01-03 01:00:00,4.968482864994586
RFID_50,Logistics,"PKG:1068 | LOC:11.386280965884055,121.34424943181845 | TEMP:3.578292072872129C | STATUS:Delayed | TS:2026-01-03 02:00:00",1068,"11.386280965884055,121.34424943181845",3.578292072872129,Delayed,2026-01-03 02:00:00,3.578292072872129
RFID_51,Logistics,"PKG:1093 | LOC:10.00714151012114,123.28869309830692 | TEMP:3.580106890189331C | STATUS:Delayed | TS:2026-01-03 03:00:00",1093,"10.00714151012114,123.28869309830692",3.580106890189331,Delayed,2026-01-03 03:00:00,3.580106890189331
RFID_52,Logistics,"PKG:1007 | LOC:14.150194699834184,124.42632174434854 | TEMP:7.747748183039456C | STATUS:Delivered | TS:2026-01-03 04:00:00",1007,"14.150194699834184,124.42632174434854",7.747748183039456,Delivered,2026-01-03 04:00:00,7.747748183039456
RFID_53,Logistics,"PKG:1024 | LOC:14.206428071759536,124.06472963914544 | TEMP:4.094809963636164C | STATUS:Delayed | TS:2026-01-03 05:00:00",1024,"14.206428071759536,124.06472963914544",4.094809963636164,Delayed,2026-01-03 05:00:00,4.094809963636164
RFID_54,Logistics,"PKG:1087 | LOC:12.613816380663117,121.40809805263642 | TEMP:2.026263890416648C | STATUS:Delivered | TS:2026-01-03 06:00:00",1087,"12.613816380663117,121.40809805263642",2.026263890416648,Delivered,2026-01-03 06:00:00,2.026263890416648
RFID_55,Logistics,"PKG:1033 | LOC:12.317322698096707,122.74515814962622 | TEMP:7.615531316352052C | STATUS:Delayed | TS:2026-01-03 07:00:00",1033,"12.317322698096707,122.74515814962622",7.615531316352052,Delayed,2026-01-03 07:00:00,7.615531316352052
RFID_56,Logistics,"PKG:1015 | LOC:10.985675478966844,120.05534934753115 | TEMP:2.023900906351696C | STATUS:Delivered | TS:2026-01-03 08:00:00",1015,"10.985675478966844,120.05534934753115",2.023900906351696,Delivered,2026-01-03 08:00:00,2.023900906351696
RFID_57,Logistics,"PKG:1047 | LOC:12.53817899612383,122.92456211845624 | TEMP:5.717036934423271C | STATUS:In Transit | TS:2026-01-03 09:00:00",1047,"12.53817899612383,122.92456211845624",5.717036934423271,In Transit,2026-01-03 09:00:00,5.717036934423271
RFID_58,Logistics,"PKG:1015 | LOC:12.560856788787344,124.04566922085615 | TEMP:6.478103476363502C | STATUS:Delayed | TS:2026-01-03 10:00:00",1015,"12.560856788787344,124.04566922085615",6.478103476363502,Delayed,2026-01-03 10:00:00,6.478103476363502
RFID_59,Logistics,"PKG:1082 | LOC:11.00833734328056,124.99478142115356 | TEMP:7.176743025589209C | STATUS:Delivered | TS:2026-01-03 11:00:00",1082,"11.00833734328056,124.99478142115356",7.176743025589209,Delivered,2026-01-03 11:00:00,7.176743025589209
RFID_60,Logistics,"PKG:1039 | LOC:14.39563664731986,123.88919884152412 | TEMP:3.405477923869382C | STATUS:Delivered | TS:2026-01-03 12:00:00",1039,"14.39563664731986,123.88919884152412",3.405477923869382,Delivered,2026-01-03 12:00:00,3.405477923869382
RFID_61,Logistics,"PKG:1032 | LOC:10.344485116859804,124.17435907050215 | TEMP:4.641878019266206C | STATUS:In Transit | TS:2026-01-03 13:00:00",1032,"10.344485116859804,124.17435907050215",4.641878019266206,In Transit,2026-01-03 13:00:00,4.641878019266206
RFID_62,Logistics,"PKG:1033 | LOC:14.486359845834034,122.26408025100703 | TEMP:2.293788727394367C | STATUS:Delivered | TS:2026-01-03 14:00:00",1033,"14.486359845834034,122.26408025100703",2.293788727394367,Delivered,2026-01-03 14:00:00,2.293788727394367
RFID_63,Logistics,"PKG:1045 | LOC:11.909017328860154,122.51548618684512 | TEMP:6.542866546195631C | STATUS:Delivered | TS:2026-01-03 15:00:00",1045,"11.909017328860154,122.51548618684512",6.542866546195631,Delivered,2026-01-03 15:00:00,6.542866546195631
RFID_64,Logistics,"PKG:1034 | LOC:11.50894923472333,121.8152908858614 | TEMP:5.693257570364581C | STATUS:Delayed | TS:2026-01-03 16:00:00",1034,"11.50894923472333,121.8152908858614",5.693257570364581,Delayed,2026-01-03 16:00:00,5.693257570364581
RFID_65,Logistics,"PKG:1059 | LOC:14.528500342997102,124.97120919189071 | TEMP:7.788386851644386C | STATUS:Delivered | TS:2026-01-03 17:00:00",1059,"14.528500342997102,124.97120919189071",7.788386851644386,Delivered,2026-01-03 17:00:00,7.788386851644386
RFID_66,Logistics,"PKG:1010 | LOC:14.194870376988838,121.52852912575484 | TEMP:5.026787970153321C | STATUS:Delayed | TS:2026-01-03 18:00:00",1010,"14.194870376988838,121.52852912575484",5.026787970153321,Delayed,2026-01-03 18:00:00,5.026787970153321
RFID_67,Logistics,"PKG:1093 | LOC:10.38480489490792,123.96120858818584 | TEMP:5.554233510990082C | STATUS:Delivered | TS:2026-01-03 19:00:00",1093,"10.38480489490792,123.96120858818584",5.554233510990082,Delivered,2026-01-03 19:00:00,5.554233510990082
RFID_68,Logistics,"PKG:1061 | LOC:12.426441065249612,120.0468450611516 | TEMP:2.5912488909869364C | STATUS:In Transit | TS:2026-01-03 20:00:00",1061,"12.426441065249612,120.0468450611516",2.5912488909869364,In Transit,2026-01-03 20:00:00,2.5912488909869364
RFID_69,Logistics,"PKG:1019 | LOC:14.104892209662802,122.21955524482432 | TEMP:4.530183593835078C | STATUS:Delivered | TS:2026-01-03 21:00:00",1019,"14.104892209662802,122.21955524482432",4.530183593835078,Delivered,2026-01-03 21:00:00,4.530183593835078
RFID_70,Logistics,"PKG:1005 | LOC:14.809606185441709,120.16403928194603 | TEMP:5.236448596074093C | STATUS:Delivered | TS:2026-01-03 22:00:00",1005,"14.809606185441709,120.16403928194603",5.236448596074093,Delivered,2026-01-03 22:00:00,5.236448596074093
RFID_71,Logistics,"PKG:1016 | LOC:11.603783210987725,120.45584806098209 | TEMP:6.2395405768457834C | STATUS:Delivered | TS:2026-01-03 23:00:00",1016,"11.603783210987725,120.45584806098209",6.2395405768457834,Delivered,2026-01-03 23:00:00,6.239540576845784
RFID_72,Logistics,"PKG:1015 | LOC:14.633935965705755,120.24271145631675 | TEMP:4.716150845666267C | STATUS:Delivered | TS:2026-01-04 00:00:00",1015,"14.633935965705755,120.24271145631675",4.716150845666267,Delivered,2026-01-04 00:00:00,4.716150845666267
RFID_73,Logistics,"PKG:1090 | LOC:11.65628488885668,120.39804994129935 | TEMP:5.80395835871539C | STATUS:Delivered | TS:2026-01-04 01:00:00",1090,"11.65628488885668,120.39804994129935",5.80395835871539,Delivered,2026-01-04 01:00:00,5.80395835871539
RFID_74,Logistics,"PKG:1085 | LOC:12.8130468509404,122.43636807790269 | TEMP:4.895667260175851C | STATUS:Delivered | TS:2026-01-04 02:00:00",1085,"12.8130468509404,122.43636807790269",4.895667260175851,Delivered,2026-01-04 02:00:00,4.895667260175851
RFID_75,Logistics,"PKG:1075 | LOC:11.09909756618989,124.16877823661719 | TEMP:4.639303329353659C | STATUS:In Transit | TS:2026-01-04 03:00:00",1075,"11.09909756618989,124.16877823661719",4.639303329353659,In Transit,2026-01-04 03:00:00,4.639303329353659
RFID_76,Logistics,"PKG:1052 | LOC:11.991219539966405,120.8320129779127 | TEMP:7.895765024036466C | STATUS:In Transit | TS:2026-01-04 04:00:00",1052,"11.991219539966405,120.8320129779127",7.895765024036466,In Transit,2026-01-04 04:00:00,7.895765024036466
RFID_77,Logistics,"PKG:1089 | LOC:12.5138467218422,120.1162020661508 | TEMP:2.811677078604616C | STATUS:Delayed | TS:2026-01-04 05:00:00",1089,"12.5138467218422,120.1162020661508",2.811677078604616,Delayed,2026-01-04 05:00:00,2.811677078604616
RFID_78,Logistics,"PKG:1076 | LOC:10.096720202576458,124.63784441075072 | TEMP:3.983760045277606C | STATUS:In Transit | TS:2026-01-04 06:00:00",1076,"10.096720202576458,124.63784441075072",3.983760045277606,In Transit,2026-01-04 06:00:00,3.983760045277606
RFID_79,Logistics,"PKG:1043 | LOC:13.773210818789533,124.96658946052803 | TEMP:3.030944132637212C | STATUS:In Transit | TS:2026-01-04 07:00:00",1043,"13.773210818789533,124.96658946052803",3.030944132637212,In Transit,2026-01-04 07:00:00,3.030944132637212
RFID_80,Logistics,"PKG:1064 | LOC:14.903029269403268,123.37417651192906 | TEMP:3.994790468530821C | STATUS:Delivered | TS:2026-01-04 08:00:00",1064,"14.903029269403268,123.37417651192906",3.994790468530821,Delivered,2026-01-04 08:00:00,3.994790468530821
RFID_81,Logistics,"PKG:1097 | LOC:13.122661297618805,120.61587689134846 | TEMP:7.077416214643568C | STATUS:Delayed | TS:2026-01-04 09:00:00",1097,"13.122661297618805,120.61587689134846",7.077416214643568,Delayed,2026-01-04 09:00:00,7.077416214643568
RFID_82,Logistics,"PKG:1036 | LOC:12.92858228664846,121.07067799252664 | TEMP:6.434691788602847C | STATUS:Delayed | TS:2026-01-04 10:00:00",1036,"12.92858228664846,121.07067799252664",6.434691788602847,Delayed,2026-01-04 10:00:00,6.434691788602847
RFID_83,Logistics,"PKG:1055 | LOC:12.013508469262526,121.16024581340514 | TEMP:7.081231649878684C | STATUS:Delivered | TS:2026-01-04 11:00:00",1055,"12.013508469262526,121.16024581340514",7.081231649878684,Delivered,2026-01-04 11:00:00,7.081231649878684
RFID_84,Logistics,"PKG:1076 | LOC:10.580716490037103,124.91306275793002 | TEMP:2.3565463231510804C | STATUS:Delivered | TS:2026-01-04 12:00:00",1076,"10.580716490037103,124.91306275793002",2.3565463231510804,Delivered,2026-01-04 12:00:00,2.3565463231510804
RFID_85,Logistics,"PKG:1080 | LOC:12.614832473384327,122.93152909717874 | TEMP:5.516032974582945C | STATUS:In Transit | TS:2026-01-04 13:00:00",1080,"12.614832473384327,122.93152909717874",5.516032974582945,In Transit,2026-01-04 13:00:00,5.516032974582945
RFID_86,Logistics,"PKG:1097 | LOC:13.17487386223165,124.63447069336469 | TEMP:4.572726511742243C | STATUS:In Transit | TS:2026-01-04 14:00:00",1097,"13.17487386223165,124.63447069336469",4.572726511742243,In Transit,2026-01-04 14:00:00,4.572726511742243
RFID_87,Logistics,"PKG:1063 | LOC:10.490275697874608,121.17088320280648 | TEMP:5.692750761727269C | STATUS:In Transit | TS:2026-01-04 15:00:00",1063,"10.490275697874608,121.17088320280648",5.692750761727269,In Transit,2026-01-04 15:00:00,5.692750761727269
RFID_88,Logistics,"PKG:1042 | LOC:10.96824851728976,124.39442394579315 | TEMP:4.117996053222511C | STATUS:Delivered | TS:2026-01-04 16:00:00",1042,"10.96824851728976,124.39442394579315",4.117996053222511,Delivered,2026-01-04 16:00:00,4.117996053222511
RFID_89,Logistics,"PKG:1015 | LOC:10.530413445304927,124.68694750836922 | TEMP:4.238787916500672C | STATUS:Delayed | TS:2026-01-04 17:00:00",1015,"10.530413445304927,124.68694750836922",4.238787916500672,Delayed,2026-01-04 17:00:00,4.238787916500672
RFID_90,Logistics,"PKG:1090 | LOC:12.823064427971028,124.2964756307939 | TEMP:2.829065882093354C | STATUS:Delayed | TS:2026-01-04 18:00:00",1090,"12.823064427971028,124.2964756307939",2.829065882093354,Delayed,2026-01-04 18:00:00,2.829065882093354
RFID_91,Logistics,"PKG:1001 | LOC:11.544791825994231,124.8854740771363 | TEMP:4.196610661032194C | STATUS:Delayed | TS:2026-01-04 19:00:00",1001,"11.544791825994231,124.8854740771363",4.196610661032194,Delayed,2026-01-04 19:00:00,4.196610661032194
RFID_92,Logistics,"PKG:1029 | LOC:11.232535372651729,123.94083468127991 | TEMP:7.271659369622515C | STATUS:In Transit | TS:2026-01-04 20:00:00",1029,"11.232535372651729,123.94083468127991",7.271659369622515,In Transit,2026-01-04 20:00:00,7.271659369622515
RFID_93,Logistics,"PKG:1006 | LOC:14.765341519060557,124.96973981172981 | TEMP:3.9319240499197248C | STATUS:Delayed | TS:2026-01-04 21:00:00",1006,"14.765341519060557,124.96973981172981",3.9319240499197248,Delayed,2026-01-04 21:00:00,3.9319240499197248
RFID_94,Logistics,"PKG:1018 | LOC:11.948908902778644,124.29716456978632 | TEMP:7.637238792335477C | STATUS:Delivered | TS:2026-01-04 22:00:00",1018,"11.948908902778644,124.29716456978632",7.637238792335477,Delivered,2026-01-04 22:00:00,7.637238792335477
RFID_95,Logistics,"PKG:1043 | LOC:11.804623967291406,121.74574599402729 | TEMP:7.7377811230035265C | STATUS:Delayed | TS:2026-01-04 23:00:00",1043,"11.804623967291406,121.74574599402729",7.7377811230035265,Delayed,2026-01-04 23:00:00,7.7377811230035265
RFID_96,Logistics,"PKG:1093 | LOC:11.340046521534381,120.73146739822948 | TEMP:7.368571099936256C | STATUS:Delayed | TS:2026-01-05 00:00:00",1093,"11.340046521534381,120.73146739822948",7.368571099936256,Delayed,2026-01-05 00:00:00,7.368571099936256
RFID_97,Logistics,"PKG:1023 | LOC:11.388315629571721,121.55715904092871 | TEMP:3.9256280771592325C | STATUS:Delivered | TS:2026-01-05 01:00:00",1023,"11.388315629571721,121.55715904092871",3.9256280771592325,Delivered,2026-01-05 01:00:00,3.925628077159233
RFID_98,Logistics,"PKG:1052 | LOC:12.31157451159378,124.78112434774869 | TEMP:6.355628557857014C | STATUS:In Transit | TS:2026-01-05 02:00:00",1052,"12.31157451159378,124.78112434774869",6.355628557857014,In Transit,2026-01-05 02:00:00,6.355628557857014
RFID_99,Logistics,"PKG:1061 | LOC:11.659042462023885,123.83643357771707 | TEMP:6.80601155138675C | STATUS:In Transit | TS:2026-01-05 03:00:00",1061,"11.659042462023885,123.83643357771707",6.80601155138675,In Transit,2026-01-05 03:00:00,6.80601155138675
